question,choice_A,choice_B,choice_C,choice_D,correct_answer,topic,split,answer,logprobs,justifications,method
"If there is a negative externality associated with the production of a private good, which of the following is an action by government that would most likely move the market to an efficient outcome?",Close the firm producing the good.,Subsidize the firm or its customers.,Tax the firm.,Appoint a commission.,C,high_school_microeconomics,val,C,"[<OpenAIObject at 0x7f9fa0960220> JSON: {
  "" C"": -13.348265,
  ""A"": -19.03845,
  ""B"": -18.546453,
  ""C"": -1.6207987e-06,
  ""c"": -15.609621
}]","The most likely action by government to move the market to an efficient outcome in the presence of a negative externality is to tax the firm producing the good. This will increase the cost of production and reduce the quantity of the good produced, thus reducing the negative externality.",baseline
"When the labor demand curve is downward-sloping, an increase in the minimum wage is",beneficial to some workers and harmful to other workers,beneficial to all workers and harmful to some employers,harmful to all workers and employers,beneficial to all workers and employers,A,high_school_microeconomics,val,A,"[<OpenAIObject at 0x7f9fa0960ea0> JSON: {
  "" A"": -10.842099,
  ""A"": -2.272356e-05,
  ""B"": -12.837256,
  ""C"": -17.587227,
  ""a"": -14.2722
}]","When the labor demand curve is downward-sloping, an increase in the minimum wage will result in some workers being better off, as they will receive higher wages, while other workers may be worse off, as employers may reduce the number of workers they employ due to the higher cost of labor. Employers may also be worse off, as they will have to pay higher wages, but some may benefit from the increased demand for their goods and services.",baseline
The demand curve for the firm operating under perfect competition is,upward sloping to the right.,downward sloping to the right.,perfectly vertical line.,perfectly horizontal function.,D,high_school_microeconomics,val,A,"[<OpenAIObject at 0x7f9fa09600e0> JSON: {
  "" A"": -11.60051,
  ""A"": -1.2828294e-05,
  ""B"": -12.70492,
  ""C"": -18.464836,
  ""a"": -14.156825
}]","The demand curve for a firm operating under perfect competition is an upward sloping curve to the right. This is because the firm is a price taker and must accept the market price for its product. As the price of the product increases, the quantity demanded decreases, resulting in an upward sloping demand curve.",baseline
"If a firm decreases its prices by 15 percent and its total revenue increases by 30 percent, which of the following is correct?",The price elasticity of demand is unit elastic.,The price elasticity of demand is inelastic.,The price elasticity of demand is elastic.,The numerical coefficient of elasticity is equal to one.,C,high_school_microeconomics,val,C,"[<OpenAIObject at 0x7f9fa0960a40> JSON: {
  "" C"": -11.044162,
  ""A"": -16.170519,
  ""B"": -12.527594,
  ""C"": -2.0098154e-05,
  ""c"": -14.629751
}]","The correct answer is (C). Price elasticity of demand measures the responsiveness of quantity demanded to a change in price. If a firm decreases its prices by 15 percent and its total revenue increases by 30 percent, this indicates that the demand for the product is elastic, meaning that the quantity demanded increases more than proportionally to the decrease in price.",baseline
"If the price of a product decreases so that the consumer can buy more of it and other products, this is called the",income effect.,substitution effect.,marginal effect.,supply effect.,A,high_school_microeconomics,val,B,"[<OpenAIObject at 0x7f9fa0960950> JSON: {
  "" B"": -11.538751,
  ""A"": -15.31396,
  ""B"": -1.0561456e-05,
  ""C"": -17.737553,
  ""b"": -14.27498
}]","The substitution effect is the change in the quantity of a good or service that is purchased due to a change in its price relative to other goods and services. When the price of a product decreases, consumers can buy more of it and other products, which is known as the substitution effect.",baseline
"Usually, the supply curve of firms operating under conditions of perfect competition in product market would be identified as",perfectly vertical in the long run.,perfectly horizontal in the short run.,more elastic in the long run.,more elastic in the short run.,C,high_school_microeconomics,val,A,"[<OpenAIObject at 0x7f9f68023ea0> JSON: {
  "" A"": -11.372976,
  ""A"": -0.006189489,
  ""B"": -6.8731937,
  ""C"": -12.209428,
  ""D"": -5.275055
}]","The supply curve of firms operating under conditions of perfect competition in product market is usually perfectly vertical in the long run. This is because in the long run, firms in perfect competition are able to adjust their production levels to meet the market demand, and thus the supply curve is perfectly vertical. In the short run, the supply curve is more elastic, as firms are unable to adjust their production levels to meet the market demand.",baseline
"If a 3 percent increase in price leads to a 5 percent increase in the quantity supplied,",supply is unit elastic,demand is inelastic,demand is elastic,supply is elastic,D,high_school_microeconomics,val,D,"[<OpenAIObject at 0x7f9f68023770> JSON: {
  "" D"": -11.327791,
  ""A"": -13.134242,
  ""C"": -4.3131266,
  ""D"": -0.013497648,
  ""d"": -14.473944
}]","The answer is (D) supply is elastic. This is because when the price increases by 3 percent, the quantity supplied increases by 5 percent. This indicates that the supply is elastic, meaning that the quantity supplied is sensitive to changes in price.",baseline
Which of the following is a correct statement?,Average total cost equals marginal cost plus average fixed costs.,Average total cost equals marginal costs plus average variable costs.,Average total cost equals average fixed costs plus average variable costs.,Total fixed costs vary with output.,C,high_school_microeconomics,val,C,"[<OpenAIObject at 0x7f9f680323b0> JSON: {
  "" C"": -13.42169,
  ""A"": -16.15104,
  ""B"": -15.357398,
  ""C"": -2.0966954e-06,
  ""c"": -14.875708
}]","The correct answer is (C). Average total cost equals average fixed costs plus average variable costs. Average total cost is the total cost divided by the quantity of output. Average fixed costs are the fixed costs divided by the quantity of output, and average variable costs are the variable costs divided by the quantity of output. Total fixed costs do not vary with output.",baseline
Which of the following is more likely to result from a competitive market structure than from a monopoly making the same product?,Price equal to marginal cost,Relative welfare loss,Relatively high price,Relatively low quantity,A,high_school_microeconomics,val,A,"[<OpenAIObject at 0x7f9f68032180> JSON: {
  "" A"": -12.277398,
  ""A"": -6.2699432e-06,
  ""B"": -18.551765,
  ""D"": -15.738683,
  ""a"": -13.411153
}]","A competitive market structure is more likely to result in a price equal to marginal cost than a monopoly making the same product. This is because in a competitive market, firms are competing with each other and must set prices at the level of marginal cost in order to remain competitive. In a monopoly, the firm has no competition and can set prices higher than marginal cost. Therefore, option (A) is the correct answer.",baseline
An industry with three firms selling a standardized or differentiated product would be called,a competitive industry,a monopolistically competitive industry,an oligopoly,a duopoly,C,high_school_microeconomics,val,B,"[<OpenAIObject at 0x7f9f68032e00> JSON: {
  "" B"": -12.637327,
  ""A"": -12.756184,
  ""B"": -0.19018179,
  ""C"": -1.7534201,
  ""b"": -13.320467
}]","An industry with three firms selling a standardized or differentiated product would be called a monopolistically competitive industry. This is because a monopolistically competitive industry is one in which there are multiple firms selling either a standardized or differentiated product, but each firm has some degree of market power.",baseline
"In a competitive labor market for housepainters, which of the following would increase the demand for housepainters?",An effective minimum wage imposed on this labor market.,An increase in the price of gallons of paint.,An increase in the construction of new houses.,An increase in the price of mechanical painters so long as the output effect exceeds the substitution effect.,C,high_school_microeconomics,dev,C,"[<OpenAIObject at 0x7f9f68032630> JSON: {
  "" C"": -12.721183,
  ""B"": -18.33116,
  ""C"": -3.4089344e-06,
  ""D"": -18.042145,
  ""c"": -14.526362
}]","The demand for housepainters will increase when the construction of new houses increases, as more houses will need to be painted. The other choices would not necessarily increase the demand for housepainters, as the minimum wage and the price of paint may not have an effect on the demand for housepainters, and the price of mechanical painters may not increase the demand for housepainters if the output effect is outweighed by the substitution effect.",baseline
"If the government subsidizes producers in a perfectly competitive market, then",the demand for the product will increase,the demand for the product will decrease,the consumer surplus will increase,the consumer surplus will decrease,C,high_school_microeconomics,dev,C,"[<OpenAIObject at 0x7f9f68026cc0> JSON: {
  "" C"": -10.735729,
  "" D"": -12.366248,
  ""C"": -0.14188811,
  ""D"": -2.0230544,
  ""c"": -12.975188
}]","
If the government subsidizes producers in a perfectly competitive market, then the price of the product will decrease, leading to an increase in consumer surplus. This is because the subsidy reduces the cost of production for producers, allowing them to sell the product at a lower price. This lower price increases the quantity of the product demanded by consumers, resulting in an increase in consumer surplus.",baseline
The concentration ratio for a monopoly is,0,5,10,100,D,high_school_microeconomics,dev,D,"[<OpenAIObject at 0x7f9f68012b80> JSON: {
  "" D"": -11.567933,
  ""A"": -11.085732,
  ""B"": -10.843122,
  ""C"": -10.541602,
  ""D"": -7.136165e-05
}]","The concentration ratio for a monopoly is 100, meaning that the monopoly holds 100% of the market share. This is because a monopoly is a market structure in which a single firm is the only producer of a good or service, meaning that it has no competition and thus holds all of the market share.",baseline
Which of the following is true of a price floor?,The price floor shifts the demand curve to the left.,An effective floor creates a shortage of the good.,The price floor shifts the supply curve of the good to the right.,"To be an effective floor, it must be set above the equilibrium price.",D,high_school_microeconomics,dev,D,"[<OpenAIObject at 0x7f9f68012540> JSON: {
  "" B"": -13.162689,
  "" D"": -10.536131,
  ""B"": -3.1027408,
  ""C"": -12.209482,
  ""D"": -0.046002924
}]","A price floor is a government-imposed minimum price for a good or service. To be effective, the price floor must be set above the equilibrium price, meaning that the price floor will create a surplus of the good. This surplus is created because the price floor shifts the supply curve of the good to the right, while the demand curve remains unchanged.",baseline
Which of the following is necessarily a characteristic of oligopoly?,Free entry into and exit from the market,A few large producers,One producer of a good with no close substitutes,A homogenous product,B,high_school_microeconomics,dev,B,"[<OpenAIObject at 0x7f9f68026e00> JSON: {
  "" B"": -10.498582,
  ""A"": -17.323084,
  ""B"": -2.8445576e-05,
  ""C"": -17.63708,
  ""b"": -13.921294
}]","Oligopoly is a market structure in which there are a few large producers that dominate the market. This means that there is limited entry into and exit from the market, and the products produced by the firms are usually differentiated from one another. Therefore, the correct answer is (B) A few large producers.",baseline
A lightweight toy car crashes head-on into a heavier toy truck. Which of the following statements is true as a result of the collision? I. The car will experience a greater impulse than the truck. II. The car will experience a greater change in momentum than the truck. III. The magnitude of the acceleration experienced by the car will be greater than that experienced by the truck.,I and II only,II only,III only,II and III only,C,high_school_physics,val,D,"[<OpenAIObject at 0x7f9f68023360> JSON: {
  "" D"": -11.154518,
  ""A"": -8.261008,
  ""B"": -6.032575,
  ""C"": -6.006009,
  ""D"": -0.005155038
}]","The correct answer is (D) II and III only. When two objects collide, the object with the greater mass will experience a smaller change in momentum than the object with the lesser mass. Therefore, statement I is false. Statements II and III are true, as the car will experience a greater change in momentum and a greater magnitude of acceleration than the truck.",baseline
"A light bulb rated at 100 W is twice as bright as a bulb rated at 50 W when both are connected in parallel directly to a 100-V source. Now imagine that these bulbs are instead connected in series with each other. Which is brighter, and by how much?",The bulbs have the same brightness.,The 100-W bulb is twice as bright.,The 50-W bulb is twice as bright.,The 100-W bulb is four times as bright.,C,high_school_physics,val,A,"[<OpenAIObject at 0x7f9f680237c0> JSON: {
  "" A"": -9.89138,
  ""A"": -0.10051071,
  ""B"": -3.1346273,
  ""C"": -4.820464,
  ""D"": -3.1241388
}]","When the bulbs are connected in series, the voltage across each bulb is the same, but the current is divided between them. Since the brightness of a bulb is proportional to the current, the bulbs will have the same brightness.",baseline
"You have a wire of length L, radius Q, and resistance Q. You need to obtain half that resistance using the same material and changing only one factor. You could",use half the length,use twice the length,use half the radius,use twice the radius,A,high_school_physics,val,C,"[<OpenAIObject at 0x7f9f68023a90> JSON: {
  "" C"": -11.114965,
  ""A"": -7.964243,
  ""B"": -9.097586,
  ""C"": -0.06292561,
  ""D"": -2.8049831
}]","The resistance of a wire is proportional to its length and inversely proportional to its radius. Therefore, to obtain half the resistance, you need to use half the radius while keeping the length the same.",baseline
A swimmer is able to propel himself forward through the water by moving his arms. Which of the following correctly states the applicant and recipient of the force responsible for the swimmer’s forward acceleration?,The force of the surrounding water on the swimmer’s arms,The force of the swimmer’s arms on the swimmer’s torso,The force of the swimmer’s arms on the surrounding water,The force of the swimmer’s torso on the swimmer’s arms,A,high_school_physics,val,C,"[<OpenAIObject at 0x7f9f68023950> JSON: {
  "" C"": -12.765087,
  ""A"": -15.645154,
  ""C"": -3.7684315e-06,
  ""D"": -15.611598,
  ""c"": -14.290641
}]","The force responsible for the swimmer’s forward acceleration is the force of the swimmer’s arms on the surrounding water. This force is generated by the swimmer’s arms pushing against the water, which in turn propels the swimmer forward.",baseline
"A spherical balloon filled with helium is floating in air. If the balloon is inflated until its radius is doubled, how will the buoyant force on the balloon be affected?",It will decrease by a factor of 4.,It will increase by a factor of 4.,It will increase by a factor of 8.,It will not be affected.,C,high_school_physics,val,C,"[<OpenAIObject at 0x7f9f680233b0> JSON: {
  "" B"": -11.464038,
  "" C"": -12.132798,
  ""A"": -12.346646,
  ""B"": -0.6986828,
  ""C"": -0.6876869
}]","The buoyant force on the balloon is equal to the weight of the air displaced by the balloon. Since the radius of the balloon has doubled, the volume of the balloon has increased by a factor of 8. Therefore, the buoyant force on the balloon will increase by a factor of 8.",baseline
An object initially at rest experiences a time-varying acceleration given by a = (2 m/s^3)t for t ≥ 0. How far does the object travel in the first 3 seconds?,9 m,12 m,18 m,24 m,A,high_school_physics,val,D,"[<OpenAIObject at 0x7f9f68023b80> JSON: {
  "" D"": -11.263347,
  ""A"": -1.3495363,
  ""B"": -3.3886461,
  ""C"": -3.131879,
  ""D"": -0.41064012
}]","The object's displacement can be calculated using the equation x = (1/2)at^2. Plugging in the given values, we get x = (1/2)(2 m/s^3)(3 s)^2 = 24 m. Therefore, the correct answer is (D) 24 m.",baseline
A pair of protective headphones reduces the sound of a jet engine from 140 dB to 110 dB. What percent of the noise is being blocked?,99.90%,78.60%,21.40%,0.10%,A,high_school_physics,val,A,"[<OpenAIObject at 0x7f9f68023d60> JSON: {
  "" A"": -10.990559,
  ""A"": -0.14438838,
  ""B"": -4.740759,
  ""C"": -2.0854037,
  ""D"": -6.54455
}]","The reduction in sound is 140 dB - 110 dB = 30 dB. The percentage of noise blocked is equal to 30 dB / 140 dB = 0.214, or 21.4%. However, since the question asks for the percent of noise being blocked, the answer is 100% - 21.4% = 99.90%.",baseline
An equal number of hydrogen and carbon dioxide molecules are placed in a sealed container. The gases are initially at a temperature of 300 K when the container is placed in an oven and brought to a new equilibrium temperature of 600 K. Which of the following best describes what is happening to the molecular speeds and kinetic energies of the gases’ molecules as they move from 300 K to 600 K?,"The molecules of both gases, on average, end with the speed and the same average kinetic energy.","The molecules of hydrogen, on average, end with a higher speed, but the molecules of both gases end with the same average kinetic energy.","The molecules of hydrogen, on average, speed up more and end with a higher average kinetic energy.","As heat flows into the container, the entropy rises, and it is not possible to determine the average velocity and average kinetic energy of the gases.",B,high_school_physics,val,C,"[<OpenAIObject at 0x7f9f68023270> JSON: {
  "" C"": -11.473054,
  ""A"": -15.955806,
  ""B"": -13.344129,
  ""C"": -1.5687427e-05,
  ""c"": -12.5101385
}]","As the temperature of the container increases from 300 K to 600 K, the average kinetic energy of the molecules of both gases increases. However, the molecules of hydrogen, on average, speed up more and end with a higher average kinetic energy than the molecules of carbon dioxide.",baseline
"A uniform bar is lying on a flat table. Besides the gravitational and normal forces (which cancel), the bar is acted upon by two other forces, F1 and F2, which are parallel to the surface of the table. If the net force on the rod is zero, then which one of the following is true?",The net torque on the bar must also be zero.,The bar can accelerate translationally if F1 and F2 are not applied at the same point.,The net torque will be zero if F1 and F2 are applied at the same point.,The bar cannot accelerate translationally or rotationally.,C,high_school_physics,val,C,"[<OpenAIObject at 0x7f9f68023e50> JSON: {
  "" C"": -10.433407,
  ""A"": -8.260133,
  ""B"": -9.000299,
  ""C"": -0.0007667621,
  ""D"": -7.9502616
}]","The net force on the bar is zero, which means that the sum of the forces F1 and F2 must be zero. If F1 and F2 are applied at the same point, then the net torque on the bar will also be zero, since the forces will be balanced. Therefore, the correct answer is (C).",baseline
"An arrow is aimed horizontally, directly at the center of a target 20 m away. The arrow hits 0.050 m below the center of the target. Neglecting air resistance, what was the initial speed of the arrow?",20 m/s,40 m/s,100 m/s,200 m/s,D,high_school_physics,val,A,"[<OpenAIObject at 0x7f9f68023db0> JSON: {
  "" A"": -10.189517,
  ""A"": -0.58591133,
  ""B"": -0.8201852,
  ""C"": -6.582091,
  ""D"": -6.445725
}]","The initial speed of the arrow can be calculated using the equation v^2 = 2as, where v is the initial velocity, a is the acceleration due to gravity (9.8 m/s^2), and s is the distance the arrow traveled (20 m). Plugging in the values, we get v^2 = 2(9.8)(20) = 392. Solving for v, we get v = 20 m/s.",baseline
"If L, M, and T denote the dimensions of length, mass, and time, respectively, what are the dimensions of power?",(L^2)M/T^2,(M^2)L/T^2,(L^2)M/T^3,M(L^2)/T^3,D,high_school_physics,val,A,"[<OpenAIObject at 0x7f9fa0960720> JSON: {
  "" A"": -11.1636915,
  ""A"": -0.00025932747,
  ""B"": -13.386751,
  ""C"": -9.238337,
  ""D"": -8.834084
}]","Power is defined as the rate of doing work, which is the amount of work done per unit of time. Therefore, the dimensions of power are (L^2)M/T^2.",baseline
"A projectile is launched on level ground in a parabolic path so that its range would normally be 500 m. When the projectile is at the peak of its flight, the projectile breaks into two pieces of equal mass. One of these pieces falls straight down, with no further horizontal motion. How far away from the launch point does the other piece land?",250 m,375 m,500 m,750 m,D,high_school_physics,val,B,"[<OpenAIObject at 0x7f9f68023450> JSON: {
  "" B"": -9.646227,
  ""A"": -2.9354925,
  ""B"": -0.094376825,
  ""C"": -5.4600496,
  ""D"": -3.4227078
}]","The other piece of the projectile will land 375 m away from the launch point. This is because the projectile was launched in a parabolic path, so the range of the projectile would normally be 500 m. When the projectile breaks into two pieces, the piece that falls straight down will not move horizontally, so it will land at the same point as the launch point. The other piece will continue to travel in the same parabolic path, so it will land at the midpoint of the original range, which is 375 m away from the launch point.",baseline
"In the laboratory, a cart experiences a single horizontal force as it moves horizontally in a straight line. Of the following data collected about this experiment, which is sufficient to determine the work done on the cart by the horizontal force?","The magnitude of the force, the cart’s initial speed, and the cart’s final speed",The mass of the cart and the distance the cart moved,"The mass of the cart, the cart’s initial speed, and the cart’s final speed",The mass of the cart and the magnitude of the force,C,high_school_physics,val,C,"[<OpenAIObject at 0x7f9fa0960810> JSON: {
  "" C"": -10.770222,
  ""A"": -2.382719,
  ""B"": -9.5224285,
  ""C"": -0.096956365,
  ""c"": -12.182499
}]","The work done on the cart by the horizontal force can be calculated using the equation W = Fd, where F is the magnitude of the force, d is the distance the cart moved, and W is the work done. To calculate the work done, we need to know the magnitude of the force, the mass of the cart, the cart’s initial speed, and the cart’s final speed. Therefore, the correct answer is (C).",baseline
It is observed that sounds can be heard around a corner but that light cannot be seen around a corner. What is a reasonable explanation for this observation?,"Light travels at 3 × 10^8 m/s, which is too fast to change direction around a corner.","Sound has a longer wavelength, which increases the diffraction.",Light is an electromagnetic wave that is behaving as a particle.,Sound is a mechanical wave that can change direction in its propagation media.,B,high_school_physics,val,D,"[<OpenAIObject at 0x7f9f68012ef0> JSON: {
  "" D"": -12.692706,
  ""B"": -7.414039,
  ""C"": -17.106565,
  ""D"": -0.0006061975,
  ""d"": -15.345296
}]","Sound is a mechanical wave that can change direction in its propagation media, allowing it to be heard around a corner. Light, on the other hand, is an electromagnetic wave that behaves as a particle and is unable to change direction around a corner.",baseline
A spherical conductor carries a net charge. How is this charge distributed on the sphere?,The charge is evenly distributed on the surface.,The charge resides on the surface only; the distribution of charge on the surface depends on what other charged objects are near the sphere.,The charge moves continually within the sphere.,The charge is distributed uniformly throughout the sphere.,B,high_school_physics,val,B,"[<OpenAIObject at 0x7f9f680128b0> JSON: {
  "" A"": -13.254254,
  "" B"": -10.42525,
  ""A"": -2.5583892,
  ""B"": -0.080634676,
  ""D"": -11.84688
}]",The charge on a spherical conductor is distributed on the surface only. The distribution of charge on the surface depends on what other charged objects are near the sphere.,baseline
"A car travelling at a speed of v0 applies its brakes, skidding to a stop over a distance of x m. Assuming that the deceleration due to the brakes is constant, what would be the skidding distance of the same car if it were traveling with twice the initial speed?",2x m,3x m,4x m,8x m,C,high_school_physics,val,D,"[<OpenAIObject at 0x7f9fa0960b80> JSON: {
  "" C"": -12.103826,
  "" D"": -10.787994,
  ""B"": -5.7025127,
  ""C"": -1.6231636,
  ""D"": -0.22394419
}]","The skidding distance of the car is directly proportional to the square of its speed. Therefore, if the car is travelling with twice the initial speed, the skidding distance will be four times the initial skidding distance, or 8x m.",baseline
"Given that the Earth’s mass is m, its tangential speed as it revolves around the Sun is v, and the distance from the Sun to the Earth is R, which of the following correctly describes the work done by the centripetal force, Wc, in one year’s time?",Wc > 2R(mv^2/R),Wc = 2R(mv^2/R),Wc < 2R(mv^2/R),Cannot be determined,C,high_school_physics,val,B,"[<OpenAIObject at 0x7f9f68023d10> JSON: {
  "" B"": -10.376594,
  ""A"": -10.76106,
  ""B"": -5.6460554e-05,
  ""C"": -13.204614,
  ""D"": -13.248528
}]","The centripetal force, Wc, is equal to the product of the mass of the Earth, m, its tangential speed, v, and the distance from the Sun to the Earth, R. Therefore, the work done by the centripetal force in one year’s time is equal to 2R(mv^2/R), which is equal to (B).",baseline
Which of the following conditions will ensure that angular momentum is conserved? I. Conservation of linear momentum II. Zero net external force III. Zero net external torque,I and II only,I and III only,II and III only,III only,D,high_school_physics,dev,C,"[<OpenAIObject at 0x7f9fa0958d60> JSON: {
  "" B"": -10.891039,
  ""A"": -6.561389,
  ""B"": -0.94814646,
  ""C"": -0.5044229,
  ""D"": -4.9282527
}]","Angular momentum is conserved when the net external torque is zero and the net external force is zero. Therefore, the correct answer is (C) II and III only.",baseline
"A pipe full of air is closed at one end. A standing wave is produced in the pipe, causing the pipe to sound a note. Which of the following is a correct statement about the wave’s properties at the closed end of the pipe?","The pressure is at a node, but the particle displacement is at an antinode.","The pressure is at an antinode, but the particle displacement is at a node.",The pressure and the particle displacement are both at nodes.,The pressure and the particle displacement are both at antinodes.,B,high_school_physics,dev,B,"[<OpenAIObject at 0x7f9f68026630> JSON: {
  "" B"": -9.353887,
  ""A"": -1.614042,
  ""B"": -0.22278371,
  ""C"": -8.927142,
  ""D"": -7.844594
}]","At the closed end of the pipe, the pressure is at an antinode, meaning that the pressure is at a maximum. The particle displacement is at a node, meaning that the particles are not moving.",baseline
"A photocell of work function ϕ = 2eV is connected to a resistor in series. Light of frequency f = 1 × 10^15 Hz hits a metal plate of the photocell. If the power of the light is P = 100 W, what is the current through the resistor?",2:00 AM,6:00 AM,12:00 AM,24 A,D,high_school_physics,dev,D,"[<OpenAIObject at 0x7f9f680268b0> JSON: {
  "" D"": -13.228433,
  ""A"": -20.03889,
  ""C"": -17.457384,
  ""D"": -1.8601542e-06,
  ""d"": -16.150936
}]","The current through the resistor is given by the equation I = (2eVfP)/h, where h is Planck's constant. Plugging in the given values, we get I = (2 × 2eV × 1 × 10^15 Hz × 100 W)/h = 24 A. Therefore, the correct answer is (D).",baseline
"A microwave oven is connected to an outlet, 120 V, and draws a current of 2 amps. At what rate is energy being used by the microwave oven?",10 W,30 W,60 W,240 W,D,high_school_physics,dev,C,"[<OpenAIObject at 0x7f9f68026a90> JSON: {
  "" C"": -11.321445,
  "" D"": -11.707275,
  ""B"": -7.6250377,
  ""C"": -0.36829853,
  ""D"": -1.1790285
}]","The rate at which energy is being used by the microwave oven is equal to the product of the voltage and current, which is 120 V x 2 A = 240 W. Therefore, the correct answer is (C) 60 W.",baseline
"A point charge, Q = +1 mC, is fixed at the origin. How much work is required to move a charge, Q = +8 µC, from the point (0, 4 meters) to the point (3 meters, 0)?",3.5 J,6.0 J,22.5 J,40 J,B,high_school_physics,dev,C,"[<OpenAIObject at 0x7f9fa0958360> JSON: {
  "" B"": -10.957524,
  ""A"": -8.581536,
  ""B"": -1.265346,
  ""C"": -0.46580845,
  ""D"": -2.4078746
}]","The work required to move a charge from one point to another is given by the equation W = q1q2/4πεr, where q1 and q2 are the charges, ε is the permittivity of free space, and r is the distance between the two points. In this case, q1 = 1 mC, q2 = 8 µC, ε = 8.85 x 10-12 C2/Nm2, and r = 5 m. Plugging these values into the equation gives W = 3.5 J, so the correct answer is (C).",baseline
"""Behavior is personality"" best characterizes which of the following personality theories?",psychodynamic,behavioral,biological,sociocultural,B,high_school_psychology,val,B,"[<OpenAIObject at 0x7f9f68023900> JSON: {
  "" B"": -11.533063,
  ""A"": -12.276638,
  ""B"": -1.6165199e-05,
  ""D"": -13.540939,
  ""b"": -14.992304
}]","The best answer is (B) behavioral, as this theory states that behavior is the primary indicator of personality. Psychodynamic theory focuses on unconscious drives and motivations, biological theory focuses on the role of genetics and biology in personality, and sociocultural theory focuses on the role of culture and environment in personality.",baseline
Which approach emphasizes that therapists can effectively help their clients by offering unconditional positive regard?,Gestalt therapy,cognitive therapy,humanistic therapy,behavior modification,C,high_school_psychology,val,C,"[<OpenAIObject at 0x7f9f68023d60> JSON: {
  "" C"": -13.602884,
  ""B"": -17.625576,
  ""C"": -4.1232483e-06,
  ""D"": -13.9228,
  ""c"": -13.12081
}]","The humanistic approach to therapy emphasizes that therapists can effectively help their clients by offering unconditional positive regard. This means that the therapist accepts the client without judgment and provides a supportive environment for the client to explore their feelings and experiences. This approach is often contrasted with more directive approaches such as cognitive therapy and behavior modification, which focus on changing the client's behavior or thought patterns. Gestalt therapy is another approach that focuses on helping the client become aware of their feelings and experiences in the present moment.",baseline
Why are psychoanalysts sometimes interested in talking with a patient about dreams?,Psychoanalysts discovered that neurotransmitter abnormalities sometimes cause dream disturbances.,"Since all people are striving for self-actualization, psychoanalysts look at the cognitive obstacles in dreams.",Nonproductive counterconditioning behaviors are sometimes revealed in dreams.,Some psychoanalysts believe that dream symbols represent unconscious conflicts.,D,high_school_psychology,val,D,"[<OpenAIObject at 0x7f9f680230e0> JSON: {
  "" D"": -12.335429,
  ""A"": -19.91842,
  ""C"": -19.427525,
  ""D"": -6.1516675e-06,
  ""d"": -13.204098
}]","Some psychoanalysts believe that dream symbols represent unconscious conflicts, so they are interested in talking with a patient about dreams in order to gain insight into the patient's unconscious mind.",baseline
Which of the following endocrine glands is NOT paired with a hormone that it produces?,pineal–melatonin,hypothalamus–thyroid-stimulating hormone,thyroid–thyroxine,adrenals–cortisol,B,high_school_psychology,val,B,"[<OpenAIObject at 0x7f9f68023680> JSON: {
  "" B"": -12.482112,
  ""A"": -13.02176,
  ""B"": -6.746778e-06,
  ""C"": -17.762999,
  ""b"": -14.120624
}]","The hypothalamus is not an endocrine gland, and therefore does not produce any hormones. The other three choices are all endocrine glands that produce the hormones listed.",baseline
Which of the following best summarizes the psychoanalytic perspective's view of behavior?,"Behavior is motivated by inner, unconscious forces.",Behavior is a response to external reward and punishment.,Behavior is a product of genetic programming and evolution.,Behavior is a compilation of the ways in which people think and interact.,A,high_school_psychology,val,A,"[<OpenAIObject at 0x7f9f68023360> JSON: {
  "" A"": -11.806219,
  ""A"": -7.937927e-06,
  ""B"": -20.035185,
  ""Option"": -20.75311,
  ""a"": -14.563047
}]","The psychoanalytic perspective views behavior as being motivated by inner, unconscious forces. This perspective was developed by Sigmund Freud and suggests that behavior is driven by unconscious desires, motivations, and conflicts. It also suggests that behavior is shaped by early childhood experiences and the development of the ego, id, and superego.",baseline
The minimum amount of physical energy needed for a person to notice a stimulus is called a(n),JND,difference threshold,absolute threshold,median difference,C,high_school_psychology,val,C,"[<OpenAIObject at 0x7f9f68023bd0> JSON: {
  "" C"": -11.351368,
  ""A"": -13.693574,
  ""B"": -14.6117735,
  ""C"": -1.37819625e-05,
  ""c"": -14.797085
}]","The absolute threshold is the minimum amount of physical energy needed for a person to notice a stimulus. It is also known as the just noticeable difference (JND). The difference threshold is the minimum difference between two stimuli that a person can detect, while the median difference is the average difference between two stimuli that a person can detect.",baseline
Why might a researcher use a variable ratio of reinforcement rather than a fixed ratio?,Fixed ratio schedules of reinforcements are more time intensive.,Variable ratio schedules of reinforcements produce results more quickly.,Variable ratio schedules of reinforcements avoid problems such as generalization and the Premack principle.,Variable ratio schedules of reinforcement are more resistant to extinction than fixed schedules.,D,high_school_psychology,val,D,"[<OpenAIObject at 0x7f9f680232c0> JSON: {
  "" D"": -12.322292,
  ""B"": -14.031123,
  ""C"": -16.123487,
  ""D"": -5.79217e-06,
  ""d"": -14.46242
}]","Variable ratio schedules of reinforcement are more resistant to extinction than fixed schedules because they provide unpredictable reinforcement, making it more difficult for the behavior to become extinct. This makes them a better choice for researchers who want to maintain a behavior over a longer period of time.",baseline
